match_id,radiant_win
6,0.83751314077
7,0.751624967939
10,0.212800406583
13,0.853253351738
16,0.264240789158
18,0.392552756624
19,0.523071709347
24,0.56127242269
33,0.230871138164
37,0.66798891624
41,0.15834368939
42,0.324483858281
55,0.257308531906
60,0.67892631813
62,0.550908205328
63,0.619871083087
64,0.0968191607317
71,0.578016737203
72,0.324877393098
83,0.525422085296
85,0.792119749624
89,0.925801524003
92,0.761974025798
100,0.961014347622
102,0.87797074742
108,0.546278978127
111,0.803983616769
126,0.173635598442
130,0.0600426016421
140,0.796139508288
141,0.271017065014
152,0.847032473011
153,0.756019370433
159,0.572300145957
160,0.606189729385
163,0.621350309066
178,0.566700686338
179,0.371515738667
181,0.691126539271
196,0.159589963243
206,0.128062850657
209,0.560211504419
216,0.555730411087
228,0.0830805094175
230,0.425058407427
242,0.738500843487
245,0.189999729464
261,0.521855727154
274,0.461361015289
282,0.753720091305
289,0.530076464385
296,0.112095229782
297,0.614131238618
302,0.31793848113
304,0.0278818126352
313,0.810630160039
316,0.481431720947
317,0.430137192128
344,0.881749011536
348,0.748375432054
352,0.51493835917
354,0.563595202481
361,0.468444988149
362,0.233903332053
363,0.761649854245
365,0.425139371942
375,0.327108321465
380,0.341079584904
384,0.538323242259
394,0.789663593431
399,0.609658288314
404,0.728742942661
406,0.642821181163
430,0.161541053568
432,0.302396121735
443,0.459520994103
463,0.626024841178
467,0.557285299358
474,0.194776127253
488,0.240083882227
502,0.914781242332
503,0.281830414046
507,0.293910153075
508,0.405723939357
509,0.500132039579
516,0.360068205512
528,0.277356498083
542,0.604691264119
547,0.184801170855
552,0.567406045725
555,0.618780100146
561,0.587323200264
569,0.821169688951
575,0.949005699776
576,0.827361427254
582,0.195394698392
585,0.453425096093
586,0.590547759095
590,0.806427697149
592,0.233809415538
598,0.397882843042
599,0.241892499348
600,0.74831073514
601,0.554427878805
603,0.298133430494
617,0.489508587415
628,0.488036319467
634,0.14225651941
635,0.306736174474
639,0.375799390672
644,0.67202831324
646,0.734816740213
650,0.0948078673929
659,0.841967964495
663,0.398502461588
668,0.671961246538
670,0.443565028285
678,0.424952634703
679,0.290768000982
686,0.770939213475
694,0.283225874801
696,0.893331259145
702,0.888960335624
709,0.360931007061
712,0.339404508132
723,0.231907818529
729,0.449152036521
733,0.729918588102
735,0.401662499869
737,0.399840493037
749,0.702078679154
752,0.481320246162
767,0.926381753754
771,0.131302406695
778,0.494802720227
780,0.757409917882
790,0.503026621714
797,0.377512715378
802,0.326235978992
805,0.716067437371
807,0.786597391706
808,0.85900927529
811,0.316223755205
815,0.133429698959
820,0.77126385229
838,0.170506881791
861,0.165406076004
886,0.212712999341
889,0.103501750167
904,0.655873487674
913,0.450262411234
928,0.718610839289
931,0.610870811874
932,0.645062714488
945,0.755595895062
953,0.851034533015
955,0.3338228849
970,0.544675765963
972,0.455755677239
978,0.58171675761
982,0.807330191508
983,0.717246431865
984,0.336769751916
987,0.544764383639
1000,0.61920922144
1006,0.638516372372
1014,0.746495078028
1030,0.497136863901
1037,0.736310889569
1044,0.609546897095
1046,0.808964817855
1048,0.422578953448
1053,0.861729925307
1057,0.709098421109
1077,0.877355163602
1085,0.965759257693
1087,0.750865951878
1088,0.738902673101
1096,0.110648046419
1098,0.960190367431
1100,0.102786894508
1113,0.737821805783
1119,0.738407991173
1127,0.512337257908
1142,0.33792071674
1148,0.355690506494
1157,0.21506177094
1158,0.775577388694
1163,0.428917042558
1167,0.673604338616
1168,0.361414557108
1181,0.0607803355082
1183,0.250077940798
1191,0.571091117649
1192,0.179789945975
1198,0.791051832042
1216,0.166360963299
1218,0.686445992043
1221,0.964320725188
1222,0.330125568636
1225,0.149881451507
1226,0.44815192512
1230,0.221368056225
1242,0.750199410737
1247,0.683655572557
1253,0.341109675767
1259,0.632759777498
1271,0.87478914759
1282,0.52038038651
1284,0.952697447145
1293,0.419830878253
1294,0.617425346464
1298,0.48225358777
1306,0.618418877699
1316,0.739751793688
1321,0.3268178009
1331,0.450874225626
1336,0.196295837804
1341,0.53700625933
1348,0.51264374658
1356,0.873331731443
1384,0.288862627993
1389,0.576684690211
1391,0.632501903722
1413,0.805983957937
1419,0.623797920126
1426,0.815254881615
1440,0.681146012337
1445,0.598255387538
1465,0.406618753578
1470,0.484611850468
1472,0.427982764553
1484,0.577945652391
1485,0.117264691465
1486,0.89593798097
1488,0.586014365525
1498,0.0461011170255
1508,0.629566679595
1518,0.84785905459
1526,0.256331738748
1527,0.778984448251
1528,0.240191283125
1540,0.642514643982
1546,0.477166775424
1551,0.801174328024
1564,0.761391075899
1565,0.895090551119
1568,0.933338784903
1572,0.674613549491
1573,0.128183851574
1581,0.432045556677
1585,0.8941052466
1588,0.263921104466
1595,0.229888985865
1596,0.297008084444
1603,0.323808051151
1615,0.647522983445
1621,0.448550909913
1623,0.252999649234
1630,0.452705897027
1636,0.679972336869
1642,0.218063921228
1654,0.764803949872
1657,0.886277696219
1665,0.387717584795
1666,0.800301907168
1676,0.739461871258
1678,0.511830040456
1683,0.491043359233
1685,0.0715723753903
1687,0.0150864282824
1690,0.228159511097
1702,0.415300295227
1703,0.264375226488
1714,0.30735952989
1716,0.546372030777
1726,0.199650166512
1748,0.318400620199
1750,0.214357395042
1762,0.94979081726
1765,0.104834586376
1767,0.55830433964
1773,0.335427293895
1774,0.195603829646
1776,0.684465622002
1782,0.83015336308
1799,0.520812567662
1803,0.518820721871
1811,0.453871541743
1820,0.417968368735
1823,0.802185816592
1864,0.700491771598
1871,0.485605341323
1874,0.0791070110039
1878,0.339463987335
1888,0.676445369603
1895,0.826587027677
1896,0.48394474864
1899,0.569739947704
1901,0.594773727763
1903,0.604970198612
1913,0.156560139435
1935,0.788837413322
1946,0.239541494531
1958,0.790514632668
1960,0.568231045571
1968,0.35230360987
1969,0.555173919176
1973,0.243981056339
1974,0.517387662912
1977,0.397184612121
1992,0.641986128882
1995,0.190749718352
2001,0.781284860147
2017,0.481524165574
2018,0.246983680103
2020,0.358273740703
2021,0.358972213285
2027,0.352313622216
2036,0.566021325124
2040,0.198652501277
2041,0.177553437732
2047,0.915847372212
2049,0.340849370233
2059,0.293903991673
2066,0.250956644764
2068,0.537250254208
2069,0.73521640413
2081,0.410361230959
2083,0.555844021774
2084,0.869510576088
2085,0.940183880678
2096,0.48783140643
2104,0.20051593592
2105,0.153317182138
2110,0.353697885184
2112,0.0853473724926
2115,0.53556667324
2120,0.148252837728
2121,0.134491226615
2125,0.860537752984
2128,0.625173603492
2129,0.382502378907
2138,0.527353980954
2159,0.729539449661
2160,0.231100142929
2180,0.675937890899
2181,0.555620584421
2183,0.735547577579
2189,0.154515606704
2192,0.462135898502
2193,0.907581805081
2197,0.1321623585
2201,0.42551412723
2206,0.842449095354
2208,0.829380205162
2210,0.703135062836
2212,0.698647753204
2220,0.585988645694
2226,0.524720686503
2227,0.0650202349669
2229,0.407331572949
2233,0.212587371185
2234,0.904429736924
2237,0.34059384803
2238,0.579540425834
2246,0.355908487102
2248,0.303245546834
2265,0.3697751844
2268,0.380332081103
2270,0.72283108337
2276,0.834082214605
2278,0.853790142568
2290,0.577084927077
2298,0.401607724269
2305,0.122734675821
2320,0.639609585095
2325,0.497151881114
2329,0.847996869089
2342,0.646558366879
2352,0.201005063239
2387,0.699514576878
2397,0.191800370742
2399,0.683978422896
2401,0.644901777707
2404,0.297942837736
2411,0.700160319434
2422,0.672231588344
2424,0.764600527695
2425,0.216569656292
2429,0.167394277771
2433,0.541040299736
2434,0.687802753476
2436,0.0956296114756
2440,0.099624323717
2448,0.561151725781
2458,0.659044133838
2460,0.350345051889
2466,0.595867312366
2473,0.463007586883
2479,0.307454732171
2493,0.200834712287
2504,0.183199985422
2524,0.769551945078
2526,0.980343263422
2531,0.317047463526
2532,0.0769556599986
2546,0.507533100261
2561,0.869438141554
2565,0.156188998443
2570,0.607434125221
2579,0.624893610387
2581,0.230869208269
2592,0.750872325434
2593,0.39600768086
2594,0.283377301166
2618,0.809855162322
2628,0.378259475353
2638,0.427848102101
2647,0.639719957808
2654,0.728933642917
2655,0.553016827547
2669,0.210398390858
2674,0.553525778504
2677,0.683903880267
2687,0.364602931734
2689,0.245090637856
2694,0.65468192018
2702,0.304826241595
2704,0.930146519902
2706,0.892215950067
2712,0.10337618562
2716,0.473204761177
2727,0.262114103245
2729,0.323914874037
2738,0.821266165263
2739,0.234539124669
2745,0.799675066702
2759,0.733882803457
2766,0.704608126557
2767,0.41570570104
2773,0.242397047622
2778,0.660469159711
2783,0.497741709641
2788,0.633588702681
2792,0.61693313344
2803,0.450525531688
2808,0.1518117332
2816,0.341177784727
2821,0.946826650344
2826,0.831503045811
2840,0.457649451159
2844,0.78183745302
2846,0.28322618716
2847,0.41690973477
2857,0.723517114467
2861,0.174721904059
2888,0.57222568412
2903,0.677574949314
2904,0.349216056013
2907,0.207762285079
2909,0.277451548121
2910,0.441413878441
2915,0.479814964121
2918,0.697481708561
2920,0.504697700663
2926,0.230187026706
2929,0.925948739415
2947,0.585580331271
2950,0.673911408094
2952,0.431551893032
2953,0.381670763385
2956,0.335124870951
2961,0.563701141566
2962,0.950539632346
2967,0.216531355683
2973,0.62450134851
2974,0.466017110706
2981,0.591194047075
3001,0.279239451786
3006,0.100236975588
3007,0.717469834893
3008,0.630626611361
3014,0.543988717516
3022,0.517471376363
